record,experimental.condition,region,working.pattern,positive.callback,positive.callback.alt,other.further.stage,negative.response,negative.or.no.response,response,female.dominated,high.skill,salary,missing.salary
FM,3,london,Full-time,0,0,0,1,1,Rejection,0,1,65000,0
CC,3,wales,Other,1,1,0,0,0,Invitation to interview,1,0,14589,0
AA,1,north east,Part-time,0,0,0,0,0,Other outcome,1,0,NA,1
SW,1,south west,Other,1,1,0,0,0,Invitation to interview,1,0,16146,0
SE,4,south east,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
PM,1,yorkshire & humber,Not stated,0,0,0,0,1,No response,0,1,NA,1
SW,3,london,Other,1,0,1,0,0,Other further stage,1,0,15300,0
SW,2,scotland,Other,1,1,0,0,0,Invitation to interview,1,0,16200,0
WO,4,scotland,Full-time,0,0,0,0,0,Other outcome,0,0,16329,0
SE,1,london,Not stated,0,0,0,0,1,No response,0,1,35500,0
FM,2,south east,Full-time,1,0,1,0,0,Other further stage,0,1,54500,0
CC,2,south east,Full-time,1,1,0,0,0,Invitation to interview,1,0,21000,0
AA,1,west midlands,Not stated,0,0,0,0,0,Other outcome,1,0,18000,0
WO,4,south west,Full-time,1,1,0,0,0,Invitation to interview,0,0,NA,1
SE,1,west midlands,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
SE,4,other,Not stated,0,0,0,0,0,Actionable request for further information,0,1,NA,1
WO,1,south east,Other,0,0,0,0,1,No response,0,0,21000,0
WO,3,south east,Full-time,0,0,0,0,1,No response,0,0,NA,1
FM,4,london,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
FM,2,west midlands,Full-time,1,1,0,0,0,Invitation to interview,0,1,42500,0
CC,3,south east,Full-time,1,1,0,0,0,Invitation to interview,1,0,21500,0
CC,2,east midlands,Full-time,1,0,1,0,0,Other further stage,1,0,NA,1
FM,1,east,Not stated,0,0,0,1,1,Rejection,0,1,75000,0
HR,3,london,Full-time,1,1,0,0,0,Invitation to interview,1,1,37500,0
SW,4,west midlands,Other,0,0,0,0,1,No response,1,0,19485,0
AA,3,west midlands,Full-time,0,0,0,0,1,No response,1,0,17500,0
AA,4,south west,Full-time,0,0,0,0,1,No response,1,0,NA,1
SE,1,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
AA,4,north east,Other,0,0,0,0,1,No response,1,0,15750,0
AA,4,london,Full-time,0,0,0,0,1,No response,1,0,17000,0
SW,1,west midlands,Full-time,1,1,0,0,0,Invitation to interview,1,0,18000,0
SW,3,east,Part-time,0,0,0,0,0,Not actionable request for further information,1,0,16218,0
WO,2,south west,Part-time,1,0,1,0,0,Other further stage,0,0,15606,0
SW,2,london,Not stated,0,0,0,0,1,No response,1,0,19305,0
HR,2,london,Not stated,1,0,1,0,0,Other further stage,1,1,40000,0
AA,4,south east,Full-time,0,0,0,0,0,Actionable request for further information,1,0,14000,0
HR,4,london,Full-time,0,0,0,0,1,No response,1,1,NA,1
WO,2,south east,Full-time,0,0,0,0,1,No response,0,0,14778,0
SE,1,london,Full-time,0,0,0,0,1,No response,0,1,NA,1
PM,1,north west,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
FM,4,london,Full-time,1,0,1,0,0,Other further stage,0,1,42500,0
HR,4,london,Not stated,0,0,0,0,1,No response,1,1,NA,1
PM,4,south east,Full-time,0,0,0,0,0,Other outcome,0,1,NA,1
PM,3,east,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
AA,2,south east,Full-time,0,0,0,0,0,Actionable request for further information,1,0,19000,0
SE,4,south east,Not stated,0,0,0,0,1,No response,0,1,NA,1
PM,4,south east,Full-time,0,0,0,0,1,No response,0,1,NA,1
SE,4,south east,Full-time,0,0,0,0,1,No response,0,1,40000,0
SE,1,south east,Full-time,0,0,0,1,1,Rejection,0,1,45000,0
PM,4,northern ireland,Not stated,0,0,0,0,1,No response,0,1,NA,1
SE,4,other,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
SE,1,south east,Not stated,0,0,0,0,1,No response,0,1,NA,1
HR,1,south east,Full-time,1,0,1,0,0,Other further stage,1,1,NA,1
FM,1,south east,Not stated,0,0,0,1,1,Rejection,0,1,50000,0
SE,2,scotland,Full-time,0,0,0,0,1,No response,0,1,NA,1
HR,4,other,Not stated,0,0,0,0,1,No response,1,1,NA,1
SE,4,south east,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
SW,1,north west,Other,1,0,1,0,0,Other further stage,1,0,15300,0
SE,2,south east,Full-time,0,0,0,0,1,No response,0,1,NA,1
PM,2,south east,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
FM,2,south east,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
AA,4,north west,Part-time,0,0,0,0,0,Other outcome,1,0,15120,0
FM,2,south east,Full-time,1,0,1,0,0,Other further stage,0,1,52500,0
AA,1,east,Full-time,0,0,0,0,1,No response,1,0,NA,1
AA,3,south east,Full-time,0,0,0,0,1,No response,1,0,18000,0
WO,1,south east,Full-time,0,0,0,0,1,No response,0,0,NA,1
AA,4,yorkshire & humber,Full-time,0,0,0,0,1,No response,1,0,15300,0
CC,1,yorkshire & humber,Full-time,0,0,0,0,0,Other outcome,1,0,32735,0
PM,3,yorkshire & humber,Full-time,0,0,0,0,0,Other outcome,0,1,NA,1
FM,1,east,Full-time,0,0,0,0,1,No response,0,1,NA,1
PM,4,yorkshire & humber,Full-time,0,0,0,1,1,Rejection,0,1,45500,0
SE,3,london,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
SE,2,yorkshire & humber,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
PM,3,london,Full-time,0,0,0,0,0,Other outcome,0,1,31000,0
HR,2,south east,Not stated,0,0,0,1,1,Rejection,1,1,38250,0
AA,4,london,Full-time,0,0,0,0,1,No response,1,0,25000,0
CC,1,west midlands,Full-time,0,0,0,0,1,No response,1,0,18000,0
WO,3,east,Full-time,1,1,0,0,0,Invitation to interview,0,0,16200,0
PM,3,south east,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
SE,1,yorkshire & humber,Not stated,0,0,0,0,0,Other outcome,0,1,23000,0
SW,2,yorkshire & humber,Full-time,0,0,0,0,1,No response,1,0,24622,0
SE,2,london,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
FM,2,north west,Not stated,0,0,0,0,1,No response,0,1,35000,0
AA,2,south east,Part-time,0,0,0,1,1,Rejection,1,0,18000,0
PM,1,west midlands,Full-time,0,0,0,0,1,No response,0,1,NA,1
WO,3,south east,Full-time,1,1,0,0,0,Invitation to interview,0,0,15750,0
HR,2,south east,Not stated,0,0,0,0,1,No response,1,1,NA,1
WO,3,london,Full-time,0,0,0,0,1,No response,0,0,NA,1
AA,1,north west,Full-time,0,0,0,0,0,Other outcome,1,0,16110,0
PM,1,west midlands,Full-time,0,0,0,0,1,No response,0,1,NA,1
HR,3,south east,Full-time,0,0,0,1,1,Rejection,1,1,NA,1
HR,2,london,Not stated,0,0,0,0,1,No response,1,1,NA,1
WO,2,west midlands,Full-time,1,1,0,0,0,Invitation to interview,0,0,14778,0
WO,2,south east,Full-time,1,0,1,0,0,Other further stage,0,0,18000,0
CC,4,west midlands,Part-time,0,0,0,1,1,Rejection,1,0,14940,0
SW,4,east,Part-time,0,0,0,0,1,No response,1,0,17550,0
AA,2,north west,Full-time,0,0,0,0,1,No response,1,0,17500,0
WO,3,south west,Full-time,0,0,0,0,1,No response,0,0,NA,1
CC,4,south east,Full-time,1,0,1,0,0,Other further stage,1,0,21250,0
CC,2,north west,Full-time,0,0,0,0,1,No response,1,0,20000,0
WO,3,south west,Full-time,1,0,1,0,0,Other further stage,0,0,14778,0
AA,4,west midlands,Not stated,1,1,0,0,0,Invitation to interview,1,0,17077,0
SE,2,london,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
AA,1,london,Full-time,0,0,0,0,1,No response,1,0,NA,1
FM,1,west midlands,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
SE,2,west midlands,Not stated,1,1,0,0,0,Invitation to interview,0,1,57955,0
SW,2,south west,Part-time,1,0,1,0,0,Other further stage,1,0,19125,0
SE,1,north west,Full-time,0,0,0,0,1,No response,0,1,37500,0
AA,2,south east,Full-time,1,1,0,0,0,Invitation to interview,1,0,18000,0
AA,2,yorkshire & humber,Other,0,0,0,0,1,No response,1,0,15300,0
SE,2,london,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
HR,3,south east,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
FM,4,south east,Not stated,0,0,0,0,0,Other outcome,0,1,37500,0
HR,1,yorkshire & humber,Full-time,0,0,0,0,1,No response,1,1,NA,1
WO,1,west midlands,Full-time,0,0,0,0,0,Other outcome,0,0,19500,0
WO,4,east,Not stated,1,1,0,0,0,Invitation to interview,0,0,19220,0
WO,1,south east,Not stated,1,0,1,0,0,Other further stage,0,0,NA,1
PM,1,west midlands,Full-time,0,0,0,0,0,Other outcome,0,1,37500,0
WO,3,north west,Full-time,0,0,0,0,1,No response,0,0,NA,1
FM,1,london,Not stated,0,0,0,0,0,Other outcome,0,1,65000,0
AA,2,yorkshire & humber,Part-time,0,0,0,0,1,No response,1,0,16200,0
FM,4,london,Full-time,0,0,0,0,1,No response,0,1,36000,0
SW,1,south east,Full-time,0,0,0,0,1,No response,1,0,18720,0
CC,4,south east,Full-time,0,0,0,0,1,No response,1,0,NA,1
WO,3,east,Full-time,0,0,0,0,0,Other outcome,0,0,20000,0
FM,1,yorkshire & humber,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
SW,1,south west,Part-time,0,0,0,0,1,No response,1,0,18000,0
CC,3,south east,Part-time,1,1,0,0,0,Invitation to interview,1,0,16452,0
SE,4,north east,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
FM,2,scotland,Part-time,0,0,0,0,1,No response,0,1,45000,0
SW,2,east,Not stated,1,1,0,0,0,Invitation to interview,1,0,18584,0
SE,2,south west,Full-time,1,0,1,0,0,Other further stage,0,1,37500,0
WO,2,north west,Part-time,0,0,0,0,1,No response,0,0,NA,1
WO,3,south west,Full-time,0,0,0,0,1,No response,0,0,NA,1
PM,3,west midlands,Full-time,0,0,0,0,1,No response,0,1,NA,1
CC,3,north east,Full-time,0,0,0,0,0,Other outcome,1,0,16010,0
PM,4,west midlands,Full-time,1,1,0,0,0,Invitation to interview,0,1,29000,0
FM,2,london,Full-time,0,0,0,0,1,No response,0,1,NA,1
PM,1,south west,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
SW,4,london,Other,0,0,0,0,0,Not actionable request for further information,1,0,15300,0
FM,1,west midlands,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
PM,1,london,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
AA,2,yorkshire & humber,Full-time,0,0,0,0,1,No response,1,0,NA,1
FM,2,london,Full-time,0,0,0,0,1,No response,0,1,NA,1
PM,4,scotland,Not stated,0,0,0,0,1,No response,0,1,NA,1
PM,3,south east,Not stated,0,0,0,1,1,Rejection,0,1,35000,0
AA,1,london,Full-time,0,0,0,0,1,No response,1,0,19500,0
AA,3,north west,Other,0,0,0,1,1,Rejection,1,0,NA,1
HR,3,london,Not stated,0,0,0,0,1,No response,1,1,NA,1
CC,1,east midlands,Full-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
FM,3,london,Not stated,0,0,0,0,1,No response,0,1,67500,0
HR,4,other,Full-time,0,0,0,0,1,No response,1,1,35000,0
PM,3,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,1,NA,1
CC,4,east,Not stated,1,0,1,0,0,Other further stage,1,0,NA,1
CC,2,yorkshire & humber,Full-time,0,0,0,1,1,Rejection,1,0,17500,0
SW,2,east,Other,1,1,0,0,0,Invitation to interview,1,0,16650,0
SW,2,south east,Part-time,0,0,0,0,1,No response,1,0,20700,0
SE,3,south west,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
SW,1,south east,Full-time,1,0,1,0,0,Other further stage,1,0,20800,0
SW,3,south east,Other,1,1,0,0,0,Invitation to interview,1,0,19500,0
PM,2,wales,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
CC,4,north west,Full-time,1,1,0,0,0,Invitation to interview,1,0,17000,0
SE,3,east,Not stated,1,0,1,0,0,Other further stage,0,1,55000,0
FM,3,south east,Not stated,0,0,0,0,1,No response,0,1,NA,1
SE,3,south east,Not stated,0,0,0,0,1,No response,0,1,50000,0
SE,2,south east,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
HR,1,east,Full-time,0,0,0,0,1,No response,1,1,NA,1
SW,3,south west,Other,1,1,0,0,0,Invitation to interview,1,0,16650,0
SE,4,north west,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
WO,3,east midlands,Full-time,0,0,0,0,1,No response,0,0,16020,0
PM,2,scotland,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
HR,1,london,Not stated,0,0,0,1,1,Rejection,1,1,NA,1
FM,4,london,Full-time,0,0,0,0,1,No response,0,1,57500,0
SW,1,london,Part-time,0,0,0,0,1,No response,1,0,21600,0
WO,2,yorkshire & humber,Full-time,1,1,0,0,0,Invitation to interview,0,0,16740,0
HR,3,south east,Not stated,0,0,0,0,1,No response,1,1,42000,0
FM,1,scotland,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
CC,3,yorkshire & humber,Full-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
SW,1,north west,Other,1,1,0,0,0,Invitation to interview,1,0,18900,0
SE,2,west midlands,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
PM,1,south west,Other,0,0,0,1,1,Rejection,0,1,25000,0
WO,4,east,Part-time,1,0,1,0,0,Other further stage,0,0,NA,1
PM,2,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,1,32500,0
HR,1,wales,Full-time,0,0,0,0,1,No response,1,1,42500,0
CC,2,west midlands,Other,0,0,0,0,1,No response,1,0,NA,1
AA,3,south east,Other,0,0,0,0,1,No response,1,0,NA,1
PM,4,yorkshire & humber,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
HR,3,london,Full-time,1,1,0,0,0,Invitation to interview,1,1,NA,1
FM,1,east,Full-time,1,0,1,0,0,Other further stage,0,1,40405,0
SW,2,wales,Other,1,1,0,0,0,Invitation to interview,1,0,14778,0
WO,1,south west,Not stated,1,0,1,0,0,Other further stage,0,0,16218,0
AA,3,wales,Part-time,0,0,0,0,0,Other outcome,1,0,16200,0
SE,4,yorkshire & humber,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
WO,4,scotland,Full-time,0,0,0,0,1,No response,0,0,NA,1
CC,1,north west,Full-time,1,1,0,0,0,Invitation to interview,1,0,20000,0
CC,1,london,Full-time,0,0,0,0,0,Actionable request for further information,1,0,18000,0
AA,4,wales,Other,0,0,0,1,1,Rejection,1,0,15489,0
FM,1,west midlands,Full-time,0,0,0,0,0,Actionable request for further information,0,1,NA,1
PM,3,yorkshire & humber,Full-time,1,1,0,0,0,Invitation to interview,0,1,NA,1
CC,4,yorkshire & humber,Not stated,0,0,0,0,1,No response,1,0,NA,1
FM,1,south east,Full-time,1,1,0,0,0,Invitation to interview,0,1,36000,0
CC,2,south east,Full-time,1,0,1,0,0,Other further stage,1,0,30000,0
FM,4,london,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
WO,1,east,Full-time,0,0,0,0,0,Other outcome,0,0,21770,0
WO,4,scotland,Full-time,1,1,0,0,0,Invitation to interview,0,0,NA,1
HR,1,yorkshire & humber,Not stated,0,0,0,0,1,No response,1,1,50000,0
FM,2,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,1,NA,1
WO,3,west midlands,Full-time,1,0,1,0,0,Other further stage,0,0,NA,1
CC,2,scotland,Other,1,1,0,0,0,Invitation to interview,1,0,19500,0
SE,2,scotland,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
SW,2,south east,Other,1,0,1,0,0,Other further stage,1,0,16650,0
FM,3,london,Full-time,1,0,1,0,0,Other further stage,0,1,37500,0
SW,4,west midlands,Other,1,0,1,0,0,Other further stage,1,0,18751,0
SE,1,south west,Not stated,0,0,0,0,1,No response,0,1,35000,0
HR,2,london,Not stated,0,0,0,0,1,No response,1,1,50000,0
CC,3,scotland,Full-time,0,0,0,0,1,No response,1,0,17361,0
HR,1,south west,Full-time,0,0,0,1,1,Rejection,1,1,NA,1
SE,3,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
PM,2,south east,Full-time,0,0,0,1,1,Rejection,0,1,30000,0
FM,3,south east,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
WO,3,east,Full-time,1,1,0,0,0,Invitation to interview,0,0,14778,0
WO,4,north east,Full-time,0,0,0,0,1,No response,0,0,NA,1
FM,4,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,1,NA,1
CC,3,northern ireland,Full-time,1,1,0,0,0,Invitation to interview,1,0,18000,0
PM,1,yorkshire & humber,Full-time,0,0,0,0,0,Other outcome,0,1,NA,1
HR,1,east,Full-time,1,0,1,0,0,Other further stage,1,1,36500,0
WO,4,east,Full-time,1,1,0,0,0,Invitation to interview,0,0,16200,0
HR,4,london,Full-time,0,0,0,1,1,Rejection,1,1,NA,1
SE,4,london,Not stated,0,0,0,0,1,No response,0,1,50000,0
WO,1,yorkshire & humber,Not stated,0,0,0,1,1,Rejection,0,0,NA,1
FM,3,south west,Full-time,1,0,1,0,0,Other further stage,0,1,NA,1
HR,1,south east,Full-time,0,0,0,0,1,No response,1,1,57500,0
SW,3,south west,Other,1,0,1,0,0,Other further stage,1,0,17100,0
WO,3,east midlands,Full-time,0,0,0,0,1,No response,0,0,16110,0
SW,1,east midlands,Other,0,0,0,0,0,Not actionable request for further information,1,0,15750,0
SW,2,yorkshire & humber,Other,1,0,1,0,0,Other further stage,1,0,16650,0
HR,2,london,Not stated,0,0,0,0,1,No response,1,1,62500,0
FM,3,scotland,Full-time,0,0,0,1,1,Rejection,0,1,55635,0
SW,1,east midlands,Full-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
PM,1,south west,Full-time,1,0,1,0,0,Other further stage,0,1,30000,0
PM,3,south east,Full-time,0,0,0,0,1,No response,0,1,30000,0
AA,4,north west,Full-time,0,0,0,1,1,Rejection,1,0,NA,1
SE,1,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
WO,3,east,Full-time,0,0,0,0,1,No response,0,0,NA,1
SW,2,east,Part-time,1,1,0,0,0,Invitation to interview,1,0,17550,0
WO,1,london,Not stated,0,0,0,0,1,No response,0,0,19000,0
PM,1,east midlands,Not stated,0,0,0,0,1,No response,0,1,NA,1
CC,4,north west,Full-time,0,0,0,0,0,Other outcome,1,0,NA,1
WO,3,south east,Full-time,0,0,0,0,1,No response,0,0,NA,1
WO,4,west midlands,Full-time,0,0,0,0,0,Other outcome,0,0,NA,1
PM,2,scotland,Full-time,0,0,0,0,1,No response,0,1,NA,1
CC,1,north west,Full-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
SE,4,north east,Full-time,1,1,0,0,0,Invitation to interview,0,1,30000,0
HR,1,london,Not stated,1,1,0,0,0,Invitation to interview,1,1,NA,1
CC,4,yorkshire & humber,Full-time,1,1,0,0,0,Invitation to interview,1,0,19150.5,0
HR,2,east,Not stated,0,0,0,0,1,No response,1,1,NA,1
SE,4,scotland,Full-time,1,0,1,0,0,Other further stage,0,1,41000,0
FM,3,east,Part-time,1,1,0,0,0,Invitation to interview,0,1,50000,0
PM,1,north west,Full-time,0,0,0,0,1,No response,0,1,35000,0
CC,2,south west,Part-time,1,0,1,0,0,Other further stage,1,0,15300,0
WO,3,east,Full-time,0,0,0,0,1,No response,0,0,NA,1
AA,1,north west,Full-time,0,0,0,0,1,No response,1,0,17000,0
AA,4,london,Other,0,0,0,0,0,Other outcome,1,0,18000,0
CC,2,north west,Full-time,1,1,0,0,0,Invitation to interview,1,0,22000,0
PM,2,west midlands,Full-time,0,0,0,0,0,Other outcome,0,1,26500,0
SW,3,south east,Full-time,1,1,0,0,0,Invitation to interview,1,0,16200,0
CC,3,north west,Full-time,1,1,0,0,0,Invitation to interview,1,0,16250,0
FM,4,scotland,Not stated,0,0,0,1,1,Rejection,0,1,NA,1
CC,2,wales,Full-time,1,1,0,0,0,Invitation to interview,1,0,20000,0
SW,3,north east,Other,0,0,0,0,1,No response,1,0,19425,0
CC,2,north west,Full-time,0,0,0,0,1,No response,1,0,16750,0
WO,4,east,Full-time,0,0,0,0,1,No response,0,0,NA,1
AA,1,west midlands,Full-time,0,0,0,0,1,No response,1,0,NA,1
AA,3,wales,Not stated,0,0,0,0,0,Other outcome,1,0,14778,0
WO,3,east,Full-time,0,0,0,0,1,No response,0,0,NA,1
HR,1,west midlands,Not stated,0,0,0,0,1,No response,1,1,NA,1
CC,2,london,Part-time,1,1,0,0,0,Invitation to interview,1,0,17280,0
PM,3,south west,Full-time,0,0,0,0,1,No response,0,1,42500,0
SW,2,south east,Other,1,0,1,0,0,Other further stage,1,0,NA,1
SE,2,yorkshire & humber,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
FM,1,london,Full-time,0,0,0,0,0,Not actionable request for further information,0,1,60000,0
CC,3,london,Full-time,1,0,1,0,0,Other further stage,1,0,20250,0
SW,1,scotland,Not stated,0,0,0,0,1,No response,1,0,23175,0
FM,4,other,Not stated,0,0,0,0,1,No response,0,1,57000,0
CC,2,north east,Full-time,0,0,0,1,1,Rejection,1,0,16750,0
FM,1,london,Part-time,0,0,0,0,1,No response,0,1,45000,0
CC,1,west midlands,Full-time,1,1,0,0,0,Invitation to interview,1,0,21000,0
CC,2,south east,Part-time,0,0,0,0,1,No response,1,0,NA,1
CC,3,west midlands,Full-time,1,1,0,0,0,Invitation to interview,1,0,19000,0
SE,4,scotland,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
SW,1,north east,Other,0,0,0,0,1,No response,1,0,20061,0
AA,1,west midlands,Part-time,1,0,1,0,0,Other further stage,1,0,NA,1
PM,1,north west,Full-time,0,0,0,0,1,No response,0,1,NA,1
FM,3,north west,Full-time,0,0,0,0,1,No response,0,1,55000,0
PM,3,east,Not stated,0,0,0,0,1,No response,0,1,52500,0
SW,3,south west,Part-time,0,0,0,0,0,Not actionable request for further information,1,0,NA,1
PM,4,south west,Not stated,0,0,0,0,1,No response,0,1,45000,0
CC,2,west midlands,Full-time,1,0,1,0,0,Other further stage,1,0,18000,0
FM,2,west midlands,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
SW,1,south west,Full-time,1,0,1,0,0,Other further stage,1,0,18231,0
HR,1,west midlands,Full-time,1,0,1,0,0,Other further stage,1,1,NA,1
SE,3,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
FM,1,london,Full-time,0,0,0,1,1,Rejection,0,1,52500,0
HR,3,south east,Not stated,0,0,0,0,1,No response,1,1,NA,1
WO,3,south west,Part-time,0,0,0,1,1,Rejection,0,0,14796,0
AA,4,london,Full-time,0,0,0,0,1,No response,1,0,18000,0
WO,4,north west,Full-time,0,0,0,1,1,Rejection,0,0,21692,0
SW,2,west midlands,Other,1,0,1,0,0,Other further stage,1,0,19170,0
SW,4,london,Not stated,0,0,0,0,0,Not actionable request for further information,1,0,NA,1
WO,2,wales,Full-time,1,0,1,0,0,Other further stage,0,0,17000,0
WO,3,north west,Full-time,0,0,0,0,1,No response,0,0,NA,1
WO,2,london,Full-time,0,0,0,1,1,Rejection,0,0,NA,1
AA,4,north west,Not stated,1,1,0,0,0,Invitation to interview,1,0,21375,0
HR,2,south east,Full-time,0,0,0,1,1,Rejection,1,1,NA,1
CC,2,west midlands,Full-time,1,0,1,0,0,Other further stage,1,0,16500,0
AA,4,north west,Full-time,0,0,0,1,1,Rejection,1,0,NA,1
AA,3,yorkshire & humber,Full-time,1,1,0,0,0,Invitation to interview,1,0,18000,0
PM,1,yorkshire & humber,Full-time,0,0,0,0,1,No response,0,1,NA,1
PM,2,wales,Full-time,0,0,0,0,1,No response,0,1,NA,1
PM,1,west midlands,Not stated,1,1,0,0,0,Invitation to interview,0,1,NA,1
WO,1,scotland,Full-time,1,1,0,0,0,Invitation to interview,0,0,16731,0
PM,2,scotland,Full-time,1,0,1,0,0,Other further stage,0,1,42500,0
PM,4,south west,Full-time,0,0,0,0,1,No response,0,1,NA,1
WO,4,north west,Full-time,0,0,0,0,1,No response,0,0,NA,1
SW,2,west midlands,Full-time,1,1,0,0,0,Invitation to interview,1,0,NA,1
SE,1,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
SE,2,east,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
PM,3,south east,Full-time,0,0,0,1,1,Rejection,0,1,NA,1
HR,1,london,Not stated,0,0,0,0,1,No response,1,1,NA,1
SE,1,london,Not stated,1,0,1,0,0,Other further stage,0,1,NA,1
FM,3,london,Not stated,0,0,0,0,1,No response,0,1,NA,1
CC,3,other,Full-time,0,0,0,0,1,No response,1,0,21000,0
AA,4,south west,Part-time,0,0,0,0,1,No response,1,0,18000,0
AA,2,london,Full-time,0,0,0,1,1,Rejection,1,0,NA,1
SW,4,south east,Full-time,0,0,0,0,0,Not actionable request for further information,1,0,16857,0
SE,2,south east,Full-time,0,0,0,0,0,Actionable request for further information,0,1,40000,0
PM,4,south east,Full-time,0,0,0,0,1,No response,0,1,NA,1
CC,1,yorkshire & humber,Full-time,0,0,0,0,1,No response,1,0,18500,0
CC,4,north west,Not stated,1,1,0,0,0,Invitation to interview,1,0,67500,0
HR,4,south west,Part-time,0,0,0,0,0,Other outcome,1,1,32000,0
CC,3,south west,Full-time,0,0,0,0,1,No response,1,0,22000,0
WO,2,north west,Full-time,0,0,0,0,1,No response,0,0,16650,0
