CODE	Label - English	Label - French	Label - German	Standard code	Note (EN only)
C2893	Manufacture of machinery for food, beverage and tobacco processing	Fabrication de machines pour l'industrie agro-alimentaire	Herstellung von Maschinen für die Nahrungs- und Genussmittelerzeugung und die Tabakverarbeitung	Y	
C2894	Manufacture of machinery for textile, apparel and leather production	Fabrication de machines pour les industries textiles	Herstellung von Maschinen für die Textil- und Bekleidungsherstellung und die Lederverarbeitung	Y	
C2895	Manufacture of machinery for paper and paperboard production	Fabrication de machines pour les industries du papier et du carton	Herstellung von Maschinen für die Papiererzeugung und Verarbeitung	Y	
C2896	Manufacture of plastics and rubber machinery	Fabrication de machines pour le travail du caoutchouc ou des plastiques	Herstellung von Maschinen für die Verarbeitung von Kunststoffen und Kautschuk	Y	
C2899	Manufacture of other special-purpose machinery n.e.c.	Fabrication d'autres machines d'usage spécifique n.c.a.	Herstellung von Maschinen für sonstige bestimmte Wirtschaftszweige a. n. g.	Y	
C29_C30	Manufacture of motor vehicles, trailers, semi-trailers and of other transport equipment	Industrie automobile et construction navale	Herstellung von Kraftwagen und Kraftwagenteilen; sonstiger Fahrzeugbau	Y	This aggregate includes the NACE activities C29  and C30
C29	Manufacture of motor vehicles, trailers and semi-trailers	Industrie automobile	Herstellung von Kraftwagen und Kraftwagenteilen	Y	
C291	Manufacture of motor vehicles	Construction de véhicules automobiles	Herstellung von Kraftwagen und Kraftwagenmotoren	Y	
C2910	Manufacture of motor vehicles	Construction de véhicules automobiles	Herstellung von Kraftwagen und Kraftwagenmotoren	Y	
C292	Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers	Fabrication de carrosseries et remorques	Herstellung von Karosserien, Aufbauten und Anhängern	Y	
C2920	Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers	Fabrication de carrosseries et remorques	Herstellung von Karosserien, Aufbauten und Anhängern	Y	
C293	Manufacture of parts and accessories for motor vehicles	Fabrication d'équipements automobiles	Herstellung von Teilen und Zubehör für Kraftwagen	Y	
C2931	Manufacture of electrical and electronic equipment for motor vehicles	Fabrication d'équipements électriques et électroniques automobiles	Herstellung elektrischer und elektronischer Ausrüstungsgegenstände für Kraftwagen	Y	
C2932	Manufacture of other parts and accessories for motor vehicles	Fabrication d'autres équipements automobiles	Herstellung von sonstigen Teilen und sonstigem Zubehör für Kraftwagen	Y	
C30	Manufacture of other transport equipment	Fabrication d'autres matériels de transport	Sonstiger Fahrzeugbau	Y	
C301	Building of ships and boats	Construction navale	Schiff- und Bootsbau	Y	
C3011	Building of ships and floating structures	Construction de navires et de structures flottantes	Schiffbau (ohne Boots- und Yachtbau)	Y	
C3012	Building of pleasure and sporting boats	Construction de bateaux de plaisance	Boots- und Yachtbau	Y	
C302	Manufacture of railway locomotives and rolling stock	Construction de locomotives et d'autre matériel ferroviaire roulant	Schienenfahrzeugbau	Y	
C3020	Manufacture of railway locomotives and rolling stock	Construction de locomotives et d'autre matériel ferroviaire roulant	Schienenfahrzeugbau	Y	
C303	Manufacture of air and spacecraft and related machinery	Construction aéronautique et spatiale	Luft- und Raumfahrzeugbau	Y	
C3030	Manufacture of air and spacecraft and related machinery	Construction aéronautique et spatiale	Luft- und Raumfahrzeugbau	Y	
C304	Manufacture of military fighting vehicles	Construction de véhicules militaires de combat	Herstellung von militärischen Kampffahrzeugen	Y	
C3040	Manufacture of military fighting vehicles	Construction de véhicules militaires de combat	Herstellung von militärischen Kampffahrzeugen	Y	
C309	Manufacture of transport equipment n.e.c.	Fabrication de matériels de transport n.c.a.	Herstellung von Fahrzeugen a. n. g.	Y	
C3091	Manufacture of motorcycles	Fabrication de motocycles	Herstellung von Krafträdern	Y	
C3092	Manufacture of bicycles and invalid carriages	Fabrication de bicyclettes et de véhicules pour invalides	Herstellung von Fahrrädern sowie von Behindertenfahrzeugen	Y	
C3099	Manufacture of other transport equipment n.e.c.	Fabrication d'autres équipements de transport n.c.a.	Herstellung von sonstigen Fahrzeugen a. n. g.	Y	
C31-C33	Manufacture of furniture; jewellery, musical instruments, toys; repair and installation of machinery and equipment	Fabrication de meubles, bijouterie, instruments de musique, jouets, réparation et installation de machines et équipements	Herstellung von Möbeln, Schmuck, Musikinstrumenten, Spielwaren; Reparatur und Installation von Maschinen und Ausrüstungen	Y	This aggregate includes the NACE activities C31, C32  and C33
C31_C32	Manufacture of furniture; other manufacturing	Fabrication de meubles; autres industries manufacturières	Herstellung von Möbeln und sonstigen Waren	Y	This aggregate includes the NACE activities C31 and C32
C31	Manufacture of furniture	Fabrication de meubles	Herstellung von Möbeln	Y	
C310	Manufacture of furniture	Fabrication de meubles	Herstellung von Möbeln	Y	
C3101	Manufacture of office and shop furniture	Fabrication de meubles de bureau et de magasin	Herstellung von Büro- und Ladenmöbeln	Y	
C3102	Manufacture of kitchen furniture	Fabrication de meubles de cuisine	Herstellung von Küchenmöbeln	Y	
C3103	Manufacture of mattresses	Fabrication de matelas	Herstellung von Matratzen	Y	
C3109	Manufacture of other furniture	Fabrication d'autres meubles	Herstellung von sonstigen Möbeln	Y	
C32	Other manufacturing	Autres industries manufacturières	Herstellung von sonstigen Waren	Y	
C32_X_C325	Other manufacturing except medical and dental instruments and supplies	Autres industries manufacturières à l'exception d'instruments et de fournitures à usage médical et dentaire	Herstellung von sonstigen Waren ohne von medizinischen und zahnmedizinischen Apparaten und Materialien	Y	This aggregate includes NACE activities C32 except C325
C321	Manufacture of jewellery, bijouterie and related articles	Fabrication d'articles de joaillerie, bijouterie et articles similaires	Herstellung von Münzen, Schmuck und ähnlichen Erzeugnissen	Y	
C3211	Striking of coins	Frappe de monnaie	Herstellung von Münzen	Y	
C3212	Manufacture of jewellery and related articles	Fabrication d'articles de joaillerie et bijouterie	Herstellung von Schmuck, Gold- und Silberschmiedewaren (ohne Fantasieschmuck)	Y	
C3213	Manufacture of imitation jewellery and related articles	Fabrication d'articles de bijouterie fantaisie et articles similaires	Herstellung von Fantasieschmuck	Y	
C322	Manufacture of musical instruments	Fabrication d'instruments de musique	Herstellung von Musikinstrumenten	Y	
C3220	Manufacture of musical instruments	Fabrication d'instruments de musique	Herstellung von Musikinstrumenten	Y	
C323	Manufacture of sports goods	Fabrication d'articles de sport	Herstellung von Sportgeräten	Y	
C3230	Manufacture of sports goods	Fabrication d'articles de sport	Herstellung von Sportgeräten	Y	
C324	Manufacture of games and toys	Fabrication de jeux et jouets	Herstellung von Spielwaren	Y	
C3240	Manufacture of games and toys	Fabrication de jeux et jouets	Herstellung von Spielwaren	Y	
C325	Manufacture of medical and dental instruments and supplies	Fabrication d'instruments et de fournitures à usage médical et dentaire	Herstellung von medizinischen und zahnmedizinischen Apparaten und Materialien	Y	
C3250	Manufacture of medical and dental instruments and supplies	Fabrication d'instruments et de fournitures à usage médical et dentaire	Herstellung von medizinischen und zahnmedizinischen Apparaten und Materialien	Y	
C329	Manufacturing n.e.c.	Activités manufacturières n.c.a.	Herstellung von Erzeugnissen a. n. g.	Y	
C3291	Manufacture of brooms and brushes	Fabrication d'articles de brosserie	Herstellung von Besen und Bürsten	Y	
C3299	Other manufacturing n.e.c.	Autres activités manufacturières n.c.a.	Herstellung von sonstigen Erzeugnissen a. n. g.	Y	
C33	Repair and installation of machinery and equipment	Réparation et installation de machines et d'équipements	Reparatur und Installation von Maschinen und Ausrüstungen	Y	
C331	Repair of fabricated metal products, machinery and equipment	Réparation d'ouvrages en métaux, de machines et d'équipements	Reparatur von Metallerzeugnissen, Maschinen und Ausrüstungen	Y	
C3311	Repair of fabricated metal products	Réparation d'ouvrages en métaux	Reparatur von Metallerzeugnissen	Y	
C3312	Repair of machinery	Réparation de machines et équipements mécaniques	Reparatur von Maschinen	Y	
C3313	Repair of electronic and optical equipment	Réparation de matériels électroniques et optiques	Reparatur von elektronischen und optischen Geräten	Y	
C3314	Repair of electrical equipment	Réparation d'équipements électriques	Reparatur von elektrischen Ausrüstungen	Y	
C3315	Repair and maintenance of ships and boats	Réparation et maintenance navale	Reparatur und Instandhaltung von Schiffen, Booten und Yachten	Y	
C3316	Repair and maintenance of aircraft and spacecraft	Réparation et maintenance d'aéronefs et d'engins spatiaux	Reparatur und Instandhaltung von Luft- und Raumfahrzeugen	Y	
C3317	Repair and maintenance of other transport equipment	Réparation et maintenance d'autres équipements de transport	Reparatur und Instandhaltung von Fahrzeugen a. n. g.	Y	
C3319	Repair of other equipment	Réparation d'autres équipements	Reparatur von sonstigen Ausrüstungen	Y	
C332	Installation of industrial machinery and equipment	Installation de machines et d'équipements industriels	Installation von Maschinen und Ausrüstungen a. n. g.	Y	
C3320	Installation of industrial machinery and equipment	Installation de machines et d'équipements industriels	Installation von Maschinen und Ausrüstungen a. n. g.	Y	
C_OTH	Other manufacturing (C15, C23, C27, C31, C32, C33)	Autres industries manufacturières (C15, C23, C27, C31, C32, C33)	Verarbeitendes Gewerbe (C15, C23, C27, C31, C32, C33)	Y	This aggregate includes the NACE activities C15, C23, C27, C31, C32  and C33
D-F	Electricity, gas, steam and air conditioning supply; water supply and construction	Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné; production et distribution d'eau et construction	Energieversorgung; Wasserversorgung und Baugewerbe/Bau	Y	This aggregate includes all NACE sections D, E and F
D_E	Electricity, gas, steam and air conditioning supply; water supply; sewerage, waste management and remediation activities	Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné; production et distribution d'eau; assainissement, gestion des déchets et dépollution	Energieversorgung; Wasserversorgung; Abwasser- und Abfallentsorgung und Beseitigung von Umweltverschmutzungen	Y	This aggregate includes NACE sections D and E
D	Electricity, gas, steam and air conditioning supply	Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné	Energieversorgung	Y	
D35_E36	Electricity, gas, steam and air conditioning supply; water collection, treatment and supply	Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné; captage, traitement et distribution d'eau	Energieversorgung; Wasserversorgung	Y	This aggregate includes the NACE activities D35 and E36
D35	Electricity, gas, steam and air conditioning supply	Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné	Energieversorgung	Y	
D351	Electric power generation, transmission and distribution	Production, transport et distribution d'électricité	Elektrizitätsversorgung	Y	
D3511_D3513	Production and distribution of electricity	Production et distribution d'électricité	Elektrizitätserzeugung und -verteilung	Y	
D3511_D3513_CL	Production and distribution of electricity - for cooling purposes	Production et distribution d'électricité - refroidissement	Elektrizitätserzeugung und -verteilung - Kühlung	Y	
D3511	Production of electricity	Production d'électricité	Elektrizitätserzeugung	Y	
D3512	Transmission of electricity	Transport d'électricité	Elektrizitätsübertragung	Y	
